session_id,target
1,0.0022095599177957186
2,4.8073338604456105e-09
3,1.872841810132668e-08
4,2.3529134348069345e-08
5,3.131883228035836e-05
6,0.0002184118318064883
7,0.0005478098143489701
8,0.00013223437000775895
9,0.0007950941065781444
10,0.1031341017959506
11,3.0372158412558505e-05
12,8.64538030001813e-05
13,0.000437566912554083
14,0.3577603488110959
15,5.018888313219846e-05
16,0.004009500049827111
17,0.0151993903968925
18,3.192474209571896e-05
19,0.0009338012652859138
20,2.7295811782539234e-07
21,0.062307408986939754
22,5.553630586098151e-08
23,2.8665555539675166e-05
24,0.00033850629140272826
25,0.07176523095084206
26,4.595069767752318e-09
27,0.0006277024845263764
28,3.6902159577052975e-07
29,0.014571713031759484
30,0.00011073471077205702
31,0.013674797169641918
32,0.04383578025269903
33,0.0006205421609530191
34,9.341449857684137e-08
35,0.013399479637685771
36,0.000326698898313373
37,6.199808408719066e-09
38,1.3744662870529749e-08
39,0.00011073471077205702
40,3.0009588046485695e-05
41,0.00044254112736657927
42,0.0012582645920175904
43,1.8711588936773376e-06
44,1.4061725994878926e-05
45,0.2437427024820992
46,8.731195962845651e-06
47,0.00925620583137522
48,0.0005912923255118058
49,2.5105749408285886e-05
50,9.500695642121796e-06
51,1.2404583347415017e-07
52,6.009957427348436e-06
53,0.035748636804589555
54,0.00010326658186255286
55,6.14664562844679e-06
56,0.0018046314996434545
57,1.177694099427731e-06
58,1.544824106326167e-05
59,1.5888432607915258e-05
60,6.638980427022736e-06
61,9.04979231461736e-06
62,0.0013676666677410348
63,1.5017267622762125e-05
64,3.214973266688924e-05
65,7.065884283616072e-06
66,1.1956655571420082e-07
67,0.00019602045587892606
68,0.00015695595981343296
69,0.09147724397743418
70,0.00014671134566900552
71,0.0002719479689957234
72,1.5888432607915258e-05
73,0.03018735027139061
74,4.8073338604456105e-09
75,2.8881836002483972e-05
76,0.0003599198197393297
77,0.00017099804000394764
78,0.0015255213877535304
79,7.2632894485252555e-06
80,0.000122532605595921
81,2.359437135428981e-05
82,3.911214247580464e-05
83,3.728339598535785e-08
84,0.2498294943989073
85,1.3632624301735167e-05
86,6.214614850614983e-07
87,0.0011985167037494341
88,0.0005867983051412481
89,0.00031455218740708487
90,0.01805729813952261
91,0.0001307005447991572
92,9.622849445357995e-06
93,0.03278515518867737
94,0.0008488288463668145
95,0.03878492882766931
96,3.385930949290679e-08
97,9.707371171029466e-05
98,6.850517606361733e-05
99,2.1816764279716838e-05
100,0.0001011691595675937
101,0.0005102024356722403
102,0.0706702061641534
103,0.00226925090451931
104,0.00238732531957764
105,3.734212725822227e-06
106,0.0002782105862556766
107,0.0003326489259123338
108,1.9318851191875316e-05
109,1.8130827673200993e-05
110,9.30591134924318e-05
111,0.00014643943555488052
112,2.5753408446242233e-07
113,0.01539603144276958
114,6.6782845846227726e-06
115,0.0001300106971755054
116,0.0008128188206876785
117,0.0014484453940251077
118,0.004407089358325372
119,0.00980422559529937
120,0.00014702878769615372
121,3.891552740867247e-05
122,0.00011073471077205702
123,0.00028352166121799655
124,2.3088524578393273e-05
125,0.0016310660601444567
126,4.571334635247202e-07
127,5.22508480305503e-09
128,0.0003546274035877685
129,0.0030230235704686724
130,0.0012010143733010455
131,0.01317253143613862
132,0.0005478098143489701
133,0.0008460334627278404
134,1.5112426387537682e-06
135,6.037871637025849e-06
136,3.214973266688924e-05
137,0.00032212998924335915
138,0.001628623552050972
139,8.235424735757832e-07
140,0.000543852336790923
141,3.2382106453398294e-09
142,0.00030223270845452697
143,0.0002981263503118409
144,0.0007736413992188599
145,4.8073338604456105e-09
146,0.011466278072541513
